NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
579,808,0000-9999,,,Available,,N/A,
579,809,0000-9999,,,Available,,N/A,
579,810,0000-9999,,,Not Available,,N/A,
579,811,0000-9999,,,Not Available,,N/A,
579,812,0000-9999,,,Not Available,,N/A,
579,813,0000-9999,,,Not Available,,N/A,
579,814,0000-9999,,,Not Available,,N/A,
579,815,0000-9999,,,Not Available,,N/A,
579,816,0000-9999,,,Not Available,,N/A,
579,817,0000-9999,,,Not Available,,N/A,
579,818,0000-9999,,,Available,,N/A,
579,819,0000-9999,,,Not Available,,N/A,
579,820,0000-9999,,,Not Available,,N/A,
579,821,0000-9999,,,Not Available,,N/A,
579,822,0000-9999,,,Not Available,,N/A,
579,823,0000-9999,,,Not Available,,N/A,
579,824,0000-9999,,,Not Available,,N/A,
579,825,0000-9999,,,Not Available,,N/A,
579,826,0000-9999,,,Not Available,,N/A,
579,827,0000-9999,,,Not Available,,N/A,
579,828,0000-9999,,,Available,,N/A,
579,829,0000-9999,,,Not Available,,N/A,
579,830,0000-9999,,,Not Available,,N/A,
579,831,0000-9999,,,Not Available,,N/A,
579,832,0000-9999,,,Not Available,,N/A,
579,833,0000-9999,,,Not Available,,N/A,
579,834,0000-9999,,,Not Available,,N/A,
579,835,0000-9999,,,Not Available,,N/A,
579,836,0000-9999,,,Not Available,,N/A,
579,837,0000-9999,,,Not Available,,N/A,
579,838,0000-9999,,,Available,,N/A,
579,839,0000-9999,,,Not Available,,N/A,
579,840,0000-9999,,,Not Available,,N/A,
579,841,0000-9999,,,Available,,N/A,
579,842,0000-9999,,,Available,,N/A,
579,843,0000-9999,,,Available,,N/A,
579,844,0000-9999,,,Available,,N/A,
579,845,0000-9999,,,Not Available,,N/A,
579,846,0000-9999,,,Not Available,,N/A,
579,847,0000-9999,,,Not Available,,N/A,
579,848,0000-9999,,,Available,,N/A,
579,849,0000-9999,,,Not Available,,N/A,
579,850,0000-9999,,,Not Available,,N/A,
579,851,0000-9999,,,Not Available,,N/A,
579,852,0000-9999,,,Not Available,,N/A,
579,853,0000-9999,,,Not Available,,N/A,
579,854,0000-9999,,,Not Available,,N/A,
579,855,0000-9999,,,Not Available,,N/A,
579,856,0000-9999,,,Not Available,,N/A,
579,857,0000-9999,,,Not Available,,N/A,
579,858,0000-9999,,,Available,,N/A,
579,859,0000-9999,,,Available,,N/A,
579,860,0000-9999,,,Available,,N/A,
579,861,0000-9999,,,Not Available,,N/A,
579,862,0000-9999,,,Available,,N/A,
579,863,0000-9999,,,Available,,N/A,
579,864,0000-9999,,,Available,,N/A,
579,865,0000-9999,,,Available,,N/A,
579,866,0000-9999,,,Not Available,,N/A,
579,867,0000-9999,,,Not Available,,N/A,
579,868,0000-9999,,,Not Available,,N/A,
579,869,0000-9999,,,Available,,N/A,
579,870,0000-9999,,,Not Available,,N/A,
579,871,0000-9999,,,Not Available,,N/A,
579,872,0000-9999,,,Available,,N/A,
579,873,0000-9999,,,Not Available,,N/A,
579,874,0000-9999,,,Not Available,,N/A,
579,875,0000-9999,,,Not Available,,N/A,
579,876,0000-9999,,,Available,,N/A,
579,877,0000-9999,,,Available,,N/A,
579,878,0000-9999,,,Available,,N/A,
579,879,0000-9999,,,Available,,N/A,
579,880,0000-9999,,,Available,,N/A,
579,881,0000-9999,,,Available,,N/A,
579,882,0000-9999,,,Available,,N/A,
579,883,0000-9999,,,Available,,N/A,
579,884,0000-9999,,,Available,,N/A,
579,885,0000-9999,,,Available,,N/A,
579,886,0000-9999,,,Available,,N/A,
579,887,0000-9999,,,Available,,N/A,
579,888,0000-9999,TELUS Mobility,8303,In Service,St-Jerome,Mar  1 2011 ,
579,889,0000-9999,,,Not Available,,N/A,
579,890,0000-9999,,,Not Available,,N/A,
579,891,0000-9999,,,Not Available,,N/A,
579,892,0000-9999,,,Not Available,,N/A,
579,893,0000-9999,,,Not Available,,N/A,
579,894,0000-9999,,,Not Available,,N/A,
579,895,0000-9999,,,Not Available,,N/A,
579,896,0000-9999,,,Not Available,,N/A,
579,897,0000-9999,,,Not Available,,N/A,
579,898,0000-9999,,,Not Available,,N/A,
579,899,0000-9999,,,Not Available,,N/A,
579,900,0000-9999,,,Available,,N/A,
579,901,0000-9999,,,Available,,N/A,
579,902,0000-9999,,,Available,,N/A,
579,903,0000-9999,,,Available,,N/A,
579,904,0000-9999,,,Available,,N/A,
579,905,0000-9999,,,Available,,N/A,
579,906,0000-9999,,,Available,,N/A,
579,907,0000-9999,,,Available,,N/A,
579,908,0000-9999,,,Available,,N/A,
579,909,0000-9999,,,Available,,N/A,
579,910,0000-9999,,,Available,,N/A,
579,911,0000-9999,,,Not Available,,N/A,
579,912,0000-9999,,,Available,,N/A,
579,913,0000-9999,,,Available,,N/A,
579,914,0000-9999,,,Available,,N/A,
579,915,0000-9999,,,Available,,N/A,
579,916,0000-9999,,,Not Available,,N/A,
579,917,0000-9999,,,Not Available,,N/A,
579,918,0000-9999,,,Not Available,,N/A,
579,919,0000-9999,,,Available,,N/A,
579,920,0000-9999,,,Available,,N/A,
579,921,0000-9999,,,Available,,N/A,
579,922,0000-9999,,,Available,,N/A,
579,923,0000-9999,,,Available,,N/A,
579,924,0000-9999,,,Available,,N/A,
579,925,0000-9999,,,Available,,N/A,
579,926,0000-9999,,,Available,,N/A,
579,927,0000-9999,,,Available,,N/A,
579,928,0000-9999,,,Available,,N/A,
579,929,0000-9999,,,Available,,N/A,
579,930,0000-9999,,,Available,,N/A,
579,931,0000-9999,,,Not Available,,N/A,
579,932,0000-9999,,,Not Available,,N/A,
579,933,0000-9999,,,Not Available,,N/A,
579,934,0000-9999,,,Available,,N/A,
579,935,0000-9999,,,Not Available,,N/A,
579,936,0000-9999,,,Not Available,,N/A,
579,937,0000-9999,,,Not Available,,N/A,
579,938,0000-9999,,,Not Available,,N/A,
579,939,0000-9999,,,Available,,N/A,
579,940,0000-9999,,,Available,,N/A,
579,941,0000-9999,,,Not Available,,N/A,
579,942,0000-9999,,,Not Available,,N/A,
579,943,0000-9999,,,Not Available,,N/A,
579,944,0000-9999,,,Not Available,,N/A,
579,945,0000-9999,,,Not Available,,N/A,
579,946,0000-9999,,,Not Available,,N/A,
579,947,0000-9999,,,Not Available,,N/A,
579,948,0000-9999,,,Not Available,,N/A,
579,949,0000-9999,,,Available,,N/A,
579,950,0000-9999,,,Not Available,,N/A,
579,951,0000-9999,,,Not Available,,N/A,
579,952,0000-9999,,,Not Available,,N/A,
579,953,0000-9999,,,Not Available,,N/A,
579,954,0000-9999,,,Not Available,,N/A,
579,955,0000-9999,,,Not Available,,N/A,
579,956,0000-9999,,,Not Available,,N/A,
579,957,0000-9999,,,Not Available,,N/A,
579,958,0000-9999,,,Not Available,,N/A,
579,959,0000-9999,,,Not Available,,N/A,
579,960,0000-9999,,,Available,,N/A,
579,961,0000-9999,,,Available,,N/A,
579,962,0000-9999,,,Available,,N/A,
579,963,0000-9999,,,Not Available,,N/A,
579,964,0000-9999,,,Not Available,,N/A,
579,965,0000-9999,,,Not Available,,N/A,
579,966,0000-9999,,,Not Available,,N/A,
579,967,0000-9999,,,Not Available,,N/A,
579,968,0000-9999,,,Not Available,,N/A,
579,969,0000-9999,,,Available,,N/A,
579,970,0000-9999,,,Not Available,,N/A,
579,971,0000-9999,,,Not Available,,N/A,
579,972,0000-9999,,,Not Available,,N/A,
579,973,0000-9999,,,Not Available,,N/A,
579,974,0000-9999,,,Not Available,,N/A,
579,975,0000-9999,,,Not Available,,N/A,
579,976,0000-9999,,,Not Available,,N/A,
579,977,0000-9999,,,Available,,N/A,
579,978,0000-9999,,,Not Available,,N/A,
579,979,0000-9999,,,Available,,N/A,
579,980,0000-9999,,,Not Available,,N/A,
579,981,0000-9999,,,Not Available,,N/A,
579,982,0000-9999,,,Not Available,,N/A,
579,983,0000-9999,,,Not Available,,N/A,
579,984,0000-9999,,,Not Available,,N/A,
579,985,0000-9999,,,Not Available,,N/A,
579,986,0000-9999,,,Not Available,,N/A,
579,987,0000-9999,,,Available,,N/A,
579,988,0000-9999,,,Available,,N/A,
579,989,0000-9999,,,Available,,N/A,
579,990,0000-9999,,,Available,,N/A,
579,991,0000-9999,,,Available,,N/A,
579,992,0000-9999,,,Not Available,,N/A,
579,993,0000-9999,,,Available,,N/A,
579,994,0000-9999,,,Available,,N/A,
579,995,0000-9999,,,Available,,N/A,
579,996,0000-9999,,,Available,,N/A,
579,997,0000-9999,,,Available,,N/A,
579,998,0000-9999,,,Available,,N/A,
579,999,0000-9999,,,Available,,N/A,
